SpineBase_positionX,SpineBase_positionY,SpineBase_positionZ,SpineBase_rotationX,SpineBase_rotationY,SpineBase_rotationZ,SpineMid_positionX,SpineMid_positionY,SpineMid_positionZ,SpineMid_rotationX,SpineMid_rotationY,SpineMid_rotationZ,Neck_positionX,Neck_positionY,Neck_positionZ,Neck_rotationX,Neck_rotationY,Neck_rotationZ,Head_positionX,Head_positionY,Head_positionZ,Head_rotationX,Head_rotationY,Head_rotationZ,ShoulderLeft_positionX,ShoulderLeft_positionY,ShoulderLeft_positionZ,ShoulderLeft_rotationX,ShoulderLeft_rotationY,ShoulderLeft_rotationZ,ElbowLeft_positionX,ElbowLeft_positionY,ElbowLeft_positionZ,ElbowLeft_rotationX,ElbowLeft_rotationY,ElbowLeft_rotationZ,WristLeft_positionX,WristLeft_positionY,WristLeft_positionZ,WristLeft_rotationX,WristLeft_rotationY,WristLeft_rotationZ,HandLeft_positionX,HandLeft_positionY,HandLeft_positionZ,HandLeft_rotationX,HandLeft_rotationY,HandLeft_rotationZ,ShoulderRight_positionX,ShoulderRight_positionY,ShoulderRight_positionZ,ShoulderRight_rotationX,ShoulderRight_rotationY,ShoulderRight_rotationZ,ElbowRight_positionX,ElbowRight_positionY,ElbowRight_positionZ,ElbowRight_rotationX,ElbowRight_rotationY,ElbowRight_rotationZ,WristRight_positionX,WristRight_positionY,WristRight_positionZ,WristRight_rotationX,WristRight_rotationY,WristRight_rotationZ,HandRight_positionX,HandRight_positionY,HandRight_positionZ,HandRight_rotationX,HandRight_rotationY,HandRight_rotationZ,HipLeft_positionX,HipLeft_positionY,HipLeft_positionZ,HipLeft_rotationX,HipLeft_rotationY,HipLeft_rotationZ,KneeLeft_positionX,KneeLeft_positionY,KneeLeft_positionZ,KneeLeft_rotationX,KneeLeft_rotationY,KneeLeft_rotationZ,AnkleLeft_positionX,AnkleLeft_positionY,AnkleLeft_positionZ,AnkleLeft_rotationX,AnkleLeft_rotationY,AnkleLeft_rotationZ,FootLeft_positionX,FootLeft_positionY,FootLeft_positionZ,FootLeft_rotationX,FootLeft_rotationY,FootLeft_rotationZ,HipRight_positionX,HipRight_positionY,HipRight_positionZ,HipRight_rotationX,HipRight_rotationY,HipRight_rotationZ,KneeRight_positionX,KneeRight_positionY,KneeRight_positionZ,KneeRight_rotationX,KneeRight_rotationY,KneeRight_rotationZ,AnkleRight_positionX,AnkleRight_positionY,AnkleRight_positionZ,AnkleRight_rotationX,AnkleRight_rotationY,AnkleRight_rotationZ,FootRight_positionX,FootRight_positionY,FootRight_positionZ,FootRight_rotationX,FootRight_rotationY,FootRight_rotationZ,SpineShoulder_positionX,SpineShoulder_positionY,SpineShoulder_positionZ,SpineShoulder_rotationX,SpineShoulder_rotationY,SpineShoulder_rotationZ,HandTipLeft_positionX,HandTipLeft_positionY,HandTipLeft_positionZ,HandTipLeft_rotationX,HandTipLeft_rotationY,HandTipLeft_rotationZ,ThumbLeft_positionX,ThumbLeft_positionY,ThumbLeft_positionZ,ThumbLeft_rotationX,ThumbLeft_rotationY,ThumbLeft_rotationZ,HandTipRight_positionX,HandTipRight_positionY,HandTipRight_positionZ,HandTipRight_rotationX,HandTipRight_rotationY,HandTipRight_rotationZ,ThumbRight_positionX,ThumbRight_positionY,ThumbRight_positionZ,ThumbRight_rotationX,ThumbRight_rotationY,ThumbRight_rotationZ
0.4925655126571655,0.5447025299072266,0.031687308102846146,0,0,0,0.35909050703048706,0.5382242202758789,-0.03211038559675217,0,0,0,0.5830481052398682,0.4947710633277893,-0.18406738340854645,0,0,0,0.4504144489765167,0.5502939224243164,-0.25444912910461426,0,0,0,0.5830481052398682,0.4947710633277893,-0.18406738340854645,0,0,0,0.5966190695762634,0.5217183828353882,-0.06156633421778679,0,0,0,0.4864540696144104,0.5205477476119995,0.14233852922916412,0,0,0,0.46224233508110046,0.5257833003997803,0.18023306131362915,0,0,0,0.34516480565071106,0.4775610566139221,-0.2320113480091095,0,0,0,0.3089352250099182,0.5049304962158203,-0.12441999465227127,0,0,0,0.4238605499267578,0.5091543197631836,0.1520909070968628,0,0,0,0.4611648917198181,0.5154005289077759,0.18909092247486115,0,0,0,0.4925655126571655,0.5447025299072266,0.031687308102846146,0,0,0,0.5962212085723877,0.5656360983848572,-0.5090026259422302,0,0,0,0.5120944380760193,0.6976731419563293,-0.623108446598053,0,0,0,0.5139435529708862,0.7600359916687012,-0.808846116065979,0,0,0,0.35909050703048706,0.5382242202758789,-0.03211038559675217,0,0,0,0.3128000497817993,0.565635621547699,-0.724267840385437,0,0,0,0.36381059885025024,0.6954632997512817,-0.7632736563682556,0,0,0,0.33817046880722046,0.7559609413146973,-0.9355167746543884,0,0,0,0.5830481052398682,0.4947710633277893,-0.18406738340854645,0,0,0,0.46143457293510437,0.5197223424911499,0.19080255925655365,0,0,0,0.46797263622283936,0.5155705809593201,0.1565299779176712,0,0,0,0.4530530571937561,0.506083607673645,0.21544989943504333,0,0,0,0.44184961915016174,0.5025202631950378,0.17207862436771393,0,0,0
